M,C,d,L,R,T,N
0.542,16.921,0.399,96.638,1.798,2025-01-02 11:30:35,0.0
0.537,16.946,0.683,96.913,1.861,2025-01-02 11:30:35,0.0
0.538,16.855,0.693,97.238,1.79,2025-01-02 11:30:35,0.0
0.536,16.886,0.718,97.102,1.776,2025-01-02 11:30:35,0.0
0.538,16.895,0.532,97.218,1.726,2025-01-02 11:30:35,0.0
0.536,16.839,0.581,97.191,1.79,2025-01-02 11:30:35,0.0
0.525,16.968,0.441,97.198,1.729,2025-01-02 11:30:35,0.0
0.528,16.823,0.501,97.218,1.799,2025-01-02 11:30:35,0.0
0.539,16.921,0.591,97.066,1.823,2025-01-02 11:30:35,0.0
0.56,16.917,0.623,96.972,1.89,2025-01-02 11:30:35,0.0
0.528,16.798,0.556,97.206,1.777,2025-01-02 11:30:35,0.0
0.53,16.858,0.578,97.164,1.759,2025-01-02 11:30:35,0.0
0.541,17.002,0.588,96.687,1.746,2025-01-02 11:30:35,0.0
0.541,16.99,0.633,96.79,1.853,2025-01-02 11:30:35,0.0
0.513,16.914,0.679,96.903,1.72,2025-01-02 11:30:35,0.0
0.531,16.93,0.633,97.103,1.82,2025-01-02 11:30:35,0.0
0.536,16.921,0.616,97.153,1.766,2025-01-02 11:30:35,0.0
0.519,16.943,0.571,97.419,1.724,2025-01-02 11:30:35,0.0
0.54,17.005,0.606,96.791,1.818,2025-01-02 11:30:35,0.0
0.531,16.93,0.535,97.33,1.668,2025-01-02 11:30:35,0.0
0.554,17.024,0.609,97.01,1.885,2025-01-02 19:10:50,1.0
0.546,17.059,0.651,96.853,1.708,2025-01-02 19:10:50,1.0
0.525,16.943,0.532,96.744,1.775,2025-01-02 19:10:50,1.0
0.55,17.015,0.668,96.859,1.879,2025-01-02 19:10:50,1.0
0.523,16.987,0.515,97.172,1.699,2025-01-02 19:10:50,1.0
0.536,17.018,0.556,97.181,1.806,2025-01-02 19:10:50,1.0
0.53,17.043,0.56,96.849,1.724,2025-01-02 19:10:50,1.0
0.544,17.009,0.707,96.996,1.808,2025-01-02 19:10:50,1.0
0.536,16.914,0.735,97.233,1.804,2025-01-02 19:10:50,1.0
0.529,16.983,0.431,96.764,1.658,2025-01-02 19:10:50,1.0
0.526,17.024,0.767,97.057,1.712,2025-01-02 19:10:50,1.0
0.518,17.024,0.623,97.193,1.709,2025-01-02 19:10:50,1.0
0.526,16.971,0.717,96.82,1.66,2025-01-02 19:10:50,1.0
0.529,17.053,0.553,97.262,1.604,2025-01-02 19:10:50,1.0
0.53,17.04,0.567,97.082,1.658,2025-01-02 19:10:50,1.0
0.523,17.031,0.441,97.213,1.715,2025-01-02 19:10:50,1.0
0.532,17.031,0.49,97.064,1.779,2025-01-02 19:10:50,1.0
0.519,17.059,0.62,97.113,1.721,2025-01-02 19:10:50,1.0
0.532,17.053,0.672,97.238,1.819,2025-01-02 19:10:50,1.0
0.541,17.071,0.543,96.883,1.739,2025-01-02 19:10:50,1.0
0.52,16.987,0.749,96.976,1.756,2025-01-02 21:00:52,2.0
0.547,17.084,0.56,97.069,1.758,2025-01-02 21:00:52,2.0
0.543,17.012,0.563,96.809,1.751,2025-01-02 21:00:52,2.0
0.537,17.084,0.581,96.938,1.726,2025-01-02 21:00:52,2.0
0.554,17.059,0.655,96.778,1.754,2025-01-02 21:00:52,2.0
0.535,17.04,0.406,96.926,1.727,2025-01-02 21:00:52,2.0
0.537,16.99,0.598,97.103,1.827,2025-01-02 21:00:52,2.0
0.516,16.993,0.637,97.131,1.677,2025-01-02 21:00:52,2.0
0.517,17.031,0.56,97.246,1.702,2025-01-02 21:00:52,2.0
0.521,16.965,0.497,97.129,1.681,2025-01-02 21:00:52,2.0
0.542,17.049,0.668,97.116,1.732,2025-01-02 21:00:52,2.0
0.552,17.068,0.55,97.218,1.82,2025-01-02 21:00:52,2.0
0.524,17.078,0.704,96.925,1.78,2025-01-02 21:00:52,2.0
0.531,17.078,0.612,96.896,1.76,2025-01-02 21:00:52,2.0
0.543,17.005,0.564,96.941,1.748,2025-01-02 21:00:52,2.0
0.541,17.053,0.577,97.185,1.757,2025-01-02 21:00:52,2.0
0.529,17.018,0.616,96.957,1.825,2025-01-02 21:00:52,2.0
0.534,17.005,0.378,96.984,1.794,2025-01-02 21:00:52,2.0
0.53,17.065,0.76,97.052,1.681,2025-01-02 21:00:52,2.0
0.55,17.071,0.546,97.228,1.957,2025-01-02 21:00:52,2.0
0.539,16.987,0.528,97.199,1.927,2025-01-03 11:25:31,3.0
0.555,17.178,0.515,96.84,1.778,2025-01-03 11:25:31,3.0
0.526,16.974,0.613,97.177,1.753,2025-01-03 11:25:31,3.0
0.513,16.955,0.616,96.797,1.644,2025-01-03 11:25:31,3.0
0.541,16.93,0.515,97.145,1.794,2025-01-03 11:25:31,3.0
0.529,17.106,0.336,97.201,1.626,2025-01-03 11:25:31,3.0
0.523,17.053,0.651,97.245,1.762,2025-01-03 11:25:31,3.0
0.545,17.034,0.469,97.152,1.866,2025-01-03 11:25:31,3.0
0.532,16.911,0.612,96.824,1.81,2025-01-03 11:25:31,3.0
0.536,17.125,0.606,96.988,1.702,2025-01-03 11:25:31,3.0
0.524,17.031,0.675,97.242,1.688,2025-01-03 11:25:31,3.0
0.53,16.987,0.732,96.831,1.739,2025-01-03 11:25:31,3.0
0.535,17.002,0.546,96.857,1.685,2025-01-03 11:25:31,3.0
0.539,17.075,0.494,97.176,1.726,2025-01-03 11:25:31,3.0
0.539,17.103,0.371,97.151,1.777,2025-01-03 11:25:31,3.0
0.544,17.018,0.5,97.022,1.808,2025-01-03 11:25:31,3.0
0.511,16.987,0.504,97.206,1.69,2025-01-03 11:25:31,3.0
0.521,16.999,0.724,96.993,1.749,2025-01-03 11:25:31,3.0
0.521,17.075,0.574,96.806,1.709,2025-01-03 11:25:31,3.0
0.546,17.166,0.602,96.738,1.847,2025-01-03 11:25:31,3.0
0.527,16.974,0.438,97.217,1.855,2025-01-03 12:45:35,4.0
0.525,16.933,0.466,97.165,1.738,2025-01-03 12:45:35,4.0
0.533,16.996,0.515,97.215,1.81,2025-01-03 12:45:35,4.0
0.521,16.977,0.521,96.964,1.651,2025-01-03 12:45:35,4.0
0.516,16.961,0.627,96.951,1.826,2025-01-03 12:45:35,4.0
0.511,16.974,0.413,97.066,1.637,2025-01-03 12:45:35,4.0
0.512,16.936,0.739,96.843,1.619,2025-01-03 12:45:35,4.0
0.543,17.046,0.378,96.85,1.843,2025-01-03 12:45:35,4.0
0.558,17.112,0.462,96.821,1.94,2025-01-03 12:45:35,4.0
0.524,16.99,0.591,96.912,1.767,2025-01-03 12:45:35,4.0
0.554,17.109,0.553,96.879,1.834,2025-01-03 12:45:35,4.0
0.565,17.04,0.378,96.836,1.98,2025-01-03 12:45:35,4.0
0.556,17.053,0.626,97.212,1.866,2025-01-03 12:45:35,4.0
0.534,16.98,0.539,97.305,1.649,2025-01-03 12:45:35,4.0
0.538,17.068,0.451,97.31,1.665,2025-01-03 12:45:35,4.0
0.543,17.049,0.525,96.882,1.765,2025-01-03 12:45:35,4.0
0.556,17.021,0.501,96.838,1.794,2025-01-03 12:45:35,4.0
0.532,17.043,0.413,97.265,1.816,2025-01-03 12:45:35,4.0
0.514,17.049,0.63,96.899,1.627,2025-01-03 12:45:35,4.0
0.536,17.134,0.518,96.888,1.716,2025-01-03 12:45:35,4.0
0.553,17.046,0.49,97.185,1.846,2025-01-03 19:35:55,5.0
0.55,17.04,0.529,96.909,1.891,2025-01-03 19:35:55,5.0
0.507,17.002,0.585,96.753,1.7,2025-01-03 19:35:55,5.0
0.561,17.04,0.532,96.974,1.933,2025-01-03 19:35:55,5.0
0.529,17.053,0.546,97.037,1.825,2025-01-03 19:35:55,5.0
0.536,17.018,0.438,96.891,1.897,2025-01-03 19:35:55,5.0
0.539,16.98,0.71,96.954,1.727,2025-01-03 19:35:55,5.0
0.532,17.093,0.581,97.201,1.786,2025-01-03 19:35:55,5.0
0.52,17.053,0.515,97.148,1.727,2025-01-03 19:35:55,5.0
0.539,17.078,0.668,97.349,1.812,2025-01-03 19:35:55,5.0
0.529,17.09,0.494,96.816,1.746,2025-01-03 19:35:55,5.0
0.524,17.131,0.571,97.206,1.725,2025-01-03 19:35:55,5.0
0.524,17.09,0.504,96.967,1.674,2025-01-03 19:35:55,5.0
0.547,17.115,0.529,96.9,1.83,2025-01-03 19:35:55,5.0
0.529,17.018,0.497,96.748,1.737,2025-01-03 19:35:55,5.0
0.522,17.065,0.448,97.338,1.664,2025-01-03 19:35:55,5.0
0.536,17.109,0.521,97.109,1.881,2025-01-03 19:35:55,5.0
0.531,17.065,0.532,97.33,1.848,2025-01-03 19:35:55,5.0
0.519,17.027,0.756,97.1,1.595,2025-01-03 19:35:55,5.0
0.522,17.034,0.557,96.798,1.716,2025-01-03 19:35:55,5.0
0.545,17.046,0.511,97.256,1.686,2025-01-03 21:20:59,6.0
0.558,17.059,0.546,96.962,1.746,2025-01-03 21:20:59,6.0
0.54,16.943,0.557,97.3,1.867,2025-01-03 21:20:59,6.0
0.553,17.005,0.535,96.933,1.959,2025-01-03 21:20:59,6.0
0.515,16.921,0.486,96.933,1.657,2025-01-03 21:20:59,6.0
0.546,17.087,0.455,97.101,1.767,2025-01-03 21:20:59,6.0
0.532,17.081,0.56,96.885,1.812,2025-01-03 21:20:59,6.0
0.513,17.053,0.396,96.866,1.712,2025-01-03 21:20:59,6.0
0.527,16.996,0.56,97.197,1.789,2025-01-03 21:20:59,6.0
0.517,16.82,0.354,97.341,1.707,2025-01-03 21:20:59,6.0
0.537,16.961,0.571,96.945,1.758,2025-01-03 21:20:59,6.0
0.519,16.999,0.539,97.205,1.748,2025-01-03 21:20:59,6.0
0.542,16.939,0.469,97.343,1.823,2025-01-03 21:20:59,6.0
0.563,17.009,0.728,96.931,1.947,2025-01-03 21:20:59,6.0
0.527,16.968,0.571,96.896,1.793,2025-01-03 21:20:59,6.0
0.528,16.965,0.633,97.035,1.759,2025-01-03 21:20:59,6.0
0.517,17.021,0.357,97.253,1.638,2025-01-03 21:20:59,6.0
0.551,17.078,0.542,96.899,1.88,2025-01-03 21:20:59,6.0
0.518,16.936,0.556,96.829,1.739,2025-01-03 21:20:59,6.0
0.506,17.015,0.648,97.16,1.607,2025-01-03 21:20:59,6.0
0.535,16.93,0.448,97.162,1.822,2025-01-04 11:19:00,7.0
0.518,16.848,0.325,97.158,1.7,2025-01-04 11:19:00,7.0
0.548,17.002,0.395,96.985,1.798,2025-01-04 11:19:00,7.0
0.515,17.04,0.535,96.934,1.821,2025-01-04 11:19:00,7.0
0.534,16.974,0.396,96.993,1.829,2025-01-04 11:19:00,7.0
0.533,16.968,0.48,96.894,1.702,2025-01-04 11:19:00,7.0
0.513,16.902,0.535,97.261,1.673,2025-01-04 11:19:00,7.0
0.522,16.795,0.476,96.907,1.814,2025-01-04 11:19:00,7.0
0.527,16.911,0.413,96.874,1.706,2025-01-04 11:19:00,7.0
0.531,16.917,0.473,97.191,1.826,2025-01-04 11:19:00,7.0
0.535,16.939,0.556,97.413,1.742,2025-01-04 11:19:00,7.0
0.553,16.974,0.532,97.3,1.796,2025-01-04 11:19:00,7.0
0.532,16.99,0.441,97.362,1.804,2025-01-04 11:19:00,7.0
0.521,17.056,0.543,97.146,1.671,2025-01-04 11:19:00,7.0
0.521,16.961,0.357,97.109,1.712,2025-01-04 11:19:00,7.0
0.535,16.993,0.378,97.158,1.738,2025-01-04 11:19:00,7.0
0.512,16.952,0.381,96.998,1.681,2025-01-04 11:19:00,7.0
0.523,16.952,0.567,97.231,1.652,2025-01-04 11:19:00,7.0
0.53,17.009,0.402,96.812,1.763,2025-01-04 11:19:00,7.0
0.526,16.895,0.602,96.916,1.79,2025-01-04 12:59:05,8.0
0.553,16.936,0.479,97.278,1.887,2025-01-04 12:59:05,8.0
0.548,16.936,0.609,97.162,1.784,2025-01-04 12:59:05,8.0
0.523,16.933,0.381,97.277,1.698,2025-01-04 12:59:05,8.0
0.536,16.917,0.434,97.283,1.772,2025-01-04 12:59:05,8.0
0.518,17.034,0.333,97.128,1.616,2025-01-04 12:59:05,8.0
0.527,17.027,0.378,96.911,1.686,2025-01-04 12:59:05,8.0
0.512,16.858,0.634,97.203,1.747,2025-01-04 12:59:05,8.0
0.542,16.958,0.34,96.947,1.981,2025-01-04 12:59:05,8.0
0.542,16.895,0.571,96.963,1.808,2025-01-04 12:59:05,8.0
0.503,16.911,0.543,97.181,1.771,2025-01-04 12:59:05,8.0
0.529,16.936,0.574,97.182,1.776,2025-01-04 12:59:05,8.0
0.544,17.068,0.473,96.961,1.933,2025-01-04 12:59:05,8.0
0.543,17.071,0.63,96.855,1.916,2025-01-04 12:59:05,8.0
0.502,17.021,0.689,97.149,1.638,2025-01-04 12:59:05,8.0
0.544,17.087,0.385,96.896,1.804,2025-01-04 12:59:05,8.0
0.545,16.961,0.444,97.232,1.84,2025-01-04 12:59:05,8.0
0.556,17.115,0.675,96.855,1.904,2025-01-04 12:59:05,8.0
0.52,16.895,0.553,97.29,1.654,2025-01-04 12:59:05,8.0
0.542,16.952,0.718,96.888,1.851,2025-01-04 12:59:05,8.0
0.551,16.936,0.732,97.086,1.941,2025-01-04 19:24:10,9.0
0.539,16.943,0.609,96.898,1.781,2025-01-04 19:24:10,9.0
0.557,17.062,0.549,96.958,1.881,2025-01-04 19:24:10,9.0
0.521,16.924,0.479,96.814,1.785,2025-01-04 19:24:10,9.0
0.548,16.933,0.434,97.137,1.819,2025-01-04 19:24:10,9.0
0.542,17.068,0.595,97.162,1.721,2025-01-04 19:24:10,9.0
0.532,16.98,0.284,97.235,1.835,2025-01-04 19:24:10,9.0
0.534,16.958,0.438,97.153,1.908,2025-01-04 19:24:10,9.0
0.527,16.965,0.466,96.756,1.716,2025-01-04 19:24:10,9.0
0.502,16.946,0.542,96.987,1.615,2025-01-04 19:24:10,9.0
0.539,17.043,0.399,97.212,1.668,2025-01-04 19:24:10,9.0
0.524,17.093,0.529,97.302,1.731,2025-01-04 19:24:10,9.0
0.537,17.103,0.462,96.865,1.807,2025-01-04 19:24:10,9.0
0.531,16.889,0.609,97.055,1.819,2025-01-04 19:24:10,9.0
0.555,16.917,0.441,97.3,1.948,2025-01-04 19:24:10,9.0
0.522,16.987,0.577,97.06,1.695,2025-01-04 19:24:10,9.0
0.522,16.924,0.598,96.969,1.666,2025-01-04 19:24:10,9.0
0.516,16.977,0.563,96.787,1.706,2025-01-04 19:24:10,9.0
0.538,16.955,0.536,96.995,1.723,2025-01-04 21:04:13,10.0
0.529,17.053,0.5,97.166,1.716,2025-01-04 21:04:13,10.0
0.523,17.068,0.577,96.855,1.731,2025-01-04 21:04:13,10.0
0.534,17.059,0.539,96.792,1.847,2025-01-04 21:04:13,10.0
0.551,17.031,0.668,97.242,1.822,2025-01-04 21:04:13,10.0
0.541,17.024,0.508,96.979,1.795,2025-01-04 21:04:13,10.0
0.523,17.062,0.487,96.907,1.661,2025-01-04 21:04:13,10.0
0.534,16.914,0.462,97.302,1.773,2025-01-04 21:04:13,10.0
0.539,17.012,0.749,96.933,1.863,2025-01-04 21:04:13,10.0
0.541,17.153,0.598,97.306,1.746,2025-01-04 21:04:13,10.0
0.548,17.037,0.637,96.916,1.818,2025-01-04 21:04:13,10.0
0.546,17.065,0.49,97.26,1.805,2025-01-04 21:04:13,10.0
0.524,16.855,0.553,97.217,1.769,2025-01-04 21:04:13,10.0
0.536,17.068,0.451,96.854,1.806,2025-01-04 21:04:13,10.0
0.551,17.018,0.483,96.876,1.889,2025-01-04 21:04:13,10.0
0.538,16.993,0.539,97.157,1.834,2025-01-04 21:04:13,10.0
0.533,16.936,0.63,96.961,1.77,2025-01-04 21:04:13,10.0
0.542,17.128,0.529,96.984,1.941,2025-01-04 21:04:13,10.0
0.545,17.024,0.511,97.187,1.784,2025-01-04 21:04:13,10.0
0.53,16.952,0.441,96.905,1.729,2025-01-04 21:04:13,10.0
0.537,16.996,0.305,96.835,1.768,2025-01-05 11:22:25,11.0
0.536,16.977,0.602,96.955,1.779,2025-01-05 11:22:25,11.0
0.565,17.137,0.515,97.051,1.825,2025-01-05 11:22:25,11.0
0.543,17.169,0.616,97.273,1.804,2025-01-05 11:22:25,11.0
0.519,16.955,0.574,97.271,1.656,2025-01-05 11:22:25,11.0
0.527,16.955,0.515,97.325,1.763,2025-01-05 11:22:25,11.0
0.552,16.886,0.556,97.248,1.893,2025-01-05 11:22:25,11.0
0.543,16.917,0.602,97.14,1.719,2025-01-05 11:22:25,11.0
0.553,16.958,0.494,97.12,1.83,2025-01-05 11:22:25,11.0
0.542,16.917,0.381,96.898,1.831,2025-01-05 11:22:25,11.0
0.517,16.911,0.637,97.328,1.749,2025-01-05 11:22:25,11.0
0.544,16.955,0.529,97.371,1.882,2025-01-05 11:22:25,11.0
0.533,16.908,0.476,97.149,1.831,2025-01-05 11:22:25,11.0
0.503,16.845,0.546,96.886,1.642,2025-01-05 11:22:25,11.0
0.561,16.987,0.427,97.104,1.894,2025-01-05 11:22:25,11.0
0.542,16.801,0.675,97.243,1.888,2025-01-05 11:22:25,11.0
0.535,17.009,0.402,96.871,1.888,2025-01-05 11:22:25,11.0
0.531,16.946,0.396,97.098,1.716,2025-01-05 11:22:25,11.0
0.546,17.053,0.679,96.965,1.87,2025-01-05 12:52:27,12.0
0.555,16.946,0.536,96.904,1.993,2025-01-05 12:52:27,12.0
0.556,17.031,0.423,97.158,1.83,2025-01-05 12:52:27,12.0
0.516,16.886,0.357,97.208,1.751,2025-01-05 12:52:27,12.0
0.553,16.939,0.546,97.279,1.83,2025-01-05 12:52:27,12.0
0.54,16.917,0.378,97.212,1.7,2025-01-05 12:52:27,12.0
0.519,16.905,0.648,97.023,1.819,2025-01-05 12:52:27,12.0
0.528,16.889,0.511,97.081,1.744,2025-01-05 12:52:27,12.0
0.548,16.902,0.535,97.163,1.898,2025-01-05 12:52:27,12.0
0.507,17.015,0.55,97.282,1.685,2025-01-05 12:52:27,12.0
0.528,16.858,0.329,97.157,1.84,2025-01-05 12:52:27,12.0
0.542,16.961,0.602,97.028,1.864,2025-01-05 12:52:27,12.0
0.547,17.163,0.591,97.01,1.835,2025-01-05 12:52:27,12.0
0.552,17.188,0.434,97.019,1.88,2025-01-05 12:52:27,12.0
0.521,17.002,0.427,97.17,1.764,2025-01-05 12:52:27,12.0
0.523,17.056,0.49,96.964,1.713,2025-01-05 12:52:27,12.0
0.518,16.958,0.42,96.988,1.759,2025-01-05 12:52:27,12.0
0.52,16.936,0.56,97.031,1.782,2025-01-05 12:52:27,12.0
0.535,17.115,0.441,97.277,1.755,2025-01-05 12:52:27,12.0
0.535,16.867,0.529,97.4,1.778,2025-01-05 12:52:27,12.0
0.543,16.952,0.529,96.897,1.765,2025-01-12 13:19:24,13.0
0.54,16.971,0.588,96.717,1.747,2025-01-12 13:19:24,13.0
0.537,16.946,0.476,97.122,1.822,2025-01-12 13:19:24,13.0
0.539,17.009,0.543,97.168,1.804,2025-01-12 13:19:24,13.0
0.535,17.037,0.585,96.901,1.824,2025-01-12 13:19:24,13.0
0.524,16.924,0.462,97.163,1.814,2025-01-12 13:19:24,13.0
0.529,16.927,0.62,97.224,1.763,2025-01-12 13:19:24,13.0
0.551,17.021,0.504,97.189,1.842,2025-01-12 13:19:24,13.0
0.536,16.889,0.402,96.843,1.743,2025-01-12 13:19:24,13.0
0.553,16.917,0.469,97.096,1.717,2025-01-12 13:19:24,13.0
0.544,16.892,0.521,97.221,1.817,2025-01-12 13:19:24,13.0
0.524,16.952,0.497,97.211,1.759,2025-01-12 13:19:24,13.0
0.531,16.905,0.637,97.131,1.84,2025-01-12 13:19:24,13.0
0.536,16.99,0.532,96.915,1.758,2025-01-12 13:19:24,13.0
0.541,16.939,0.539,96.896,1.861,2025-01-12 13:19:24,13.0
0.532,16.848,0.56,97.203,1.756,2025-01-12 13:19:24,13.0
0.558,17.002,0.497,96.883,1.873,2025-01-12 13:19:24,13.0
0.557,16.949,0.388,97.088,1.894,2025-01-12 13:19:24,13.0
0.506,16.924,0.448,97.143,1.695,2025-01-12 13:19:24,13.0
0.529,16.88,0.574,97.103,1.802,2025-01-12 19:39:42,14.0
0.52,16.895,0.689,97.091,1.771,2025-01-12 19:39:42,14.0
0.505,16.939,0.637,96.869,1.68,2025-01-12 19:39:42,14.0
0.535,16.845,0.557,97.06,1.879,2025-01-12 19:39:42,14.0
0.526,16.892,0.518,96.903,1.799,2025-01-12 19:39:42,14.0
0.513,16.858,0.522,96.862,1.642,2025-01-12 19:39:42,14.0
0.526,16.93,0.511,96.885,1.731,2025-01-12 19:39:42,14.0
0.528,16.883,0.462,97.205,1.748,2025-01-12 19:39:42,14.0
0.527,16.839,0.504,97.138,1.81,2025-01-12 19:39:42,14.0
0.567,17.015,0.504,97.013,1.96,2025-01-12 19:39:42,14.0
0.522,16.886,0.403,97.028,1.677,2025-01-12 19:39:42,14.0
0.528,16.917,0.623,97.328,1.698,2025-01-12 19:39:42,14.0
0.54,16.977,0.581,97.142,1.813,2025-01-12 19:39:42,14.0
0.507,16.811,0.539,97.196,1.756,2025-01-12 19:39:42,14.0
0.52,16.917,0.56,96.818,1.719,2025-01-12 19:39:42,14.0
0.551,16.977,0.588,97.104,2.017,2025-01-12 19:39:42,14.0
0.521,16.892,0.465,96.807,1.749,2025-01-12 19:39:42,14.0
0.525,17.053,0.55,97.088,1.779,2025-01-12 19:39:42,14.0
0.532,16.933,0.5,96.967,1.832,2025-01-12 19:39:42,14.0
0.507,16.873,0.55,96.732,1.625,2025-01-12 19:39:42,14.0
0.528,17.065,0.455,97.159,1.714,2025-01-12 21:09:45,15.0
0.518,16.911,0.48,97.297,1.762,2025-01-12 21:09:45,15.0
0.537,17.027,0.668,97.031,1.829,2025-01-12 21:09:45,15.0
0.528,16.983,0.595,97.076,1.79,2025-01-12 21:09:45,15.0
0.538,16.933,0.63,96.944,1.786,2025-01-12 21:09:45,15.0
0.545,16.88,0.41,97.144,1.876,2025-01-12 21:09:45,15.0
0.535,17.065,0.564,97.063,1.773,2025-01-12 21:09:45,15.0
0.509,16.914,0.42,97.199,1.672,2025-01-12 21:09:45,15.0
0.531,17.015,0.581,97.176,1.758,2025-01-12 21:09:45,15.0
0.522,16.917,0.595,97.118,1.794,2025-01-12 21:09:45,15.0
0.519,16.999,0.553,96.756,1.765,2025-01-12 21:09:45,15.0
0.522,17.027,0.445,97.006,1.801,2025-01-12 21:09:45,15.0
0.528,17.062,0.458,96.981,1.758,2025-01-12 21:09:45,15.0
0.524,17.012,0.315,97.096,1.745,2025-01-12 21:09:45,15.0
0.536,17.024,0.515,96.875,1.834,2025-01-12 21:09:45,15.0
0.549,17.068,0.641,96.956,1.841,2025-01-12 21:09:45,15.0
0.527,17.043,0.438,97.16,1.772,2025-01-12 21:09:45,15.0
0.523,17.109,0.325,97.05,1.762,2025-01-12 21:09:45,15.0
0.509,16.864,0.683,96.651,1.644,2025-01-12 21:09:45,15.0
0.54,16.987,0.308,96.953,1.802,2025-01-13 11:21:41,16.0
0.516,16.99,0.515,97.028,1.726,2025-01-13 11:21:41,16.0
0.517,16.93,0.623,97.008,1.817,2025-01-13 11:21:41,16.0
0.519,16.877,0.644,97.217,1.705,2025-01-13 11:21:41,16.0
0.503,16.958,0.34,96.913,1.675,2025-01-13 11:21:41,16.0
0.533,16.955,0.595,97.183,1.739,2025-01-13 11:21:41,16.0
0.521,16.952,0.766,97.097,1.738,2025-01-13 11:21:41,16.0
0.528,16.965,0.42,96.938,1.851,2025-01-13 11:21:41,16.0
0.518,16.952,0.556,97.16,1.65,2025-01-13 11:21:41,16.0
0.516,16.917,0.525,97.022,1.85,2025-01-13 11:21:41,16.0
0.508,16.955,0.532,97.076,1.637,2025-01-13 11:21:41,16.0
0.518,17.081,0.413,97.124,1.639,2025-01-13 11:21:41,16.0
0.533,17.034,0.455,97.303,1.798,2025-01-13 11:21:41,16.0
0.534,17.1,0.574,96.999,1.746,2025-01-13 11:21:41,16.0
0.521,16.955,0.522,97.185,1.736,2025-01-13 11:21:41,16.0
0.518,17.024,0.532,97.197,1.722,2025-01-13 11:21:41,16.0
0.518,17.065,0.571,96.815,1.738,2025-01-13 11:21:41,16.0
0.55,17.002,0.417,96.982,1.807,2025-01-13 11:21:41,16.0
0.533,17.018,0.532,96.967,1.831,2025-01-13 11:21:41,16.0
0.555,17.075,0.469,97.292,1.899,2025-01-13 13:01:48,17.0
0.542,16.961,0.43,97.274,1.797,2025-01-13 13:01:48,17.0
0.547,16.983,0.479,97.369,1.771,2025-01-13 13:01:48,17.0
0.541,17.031,0.585,97.248,1.727,2025-01-13 13:01:48,17.0
0.528,17.075,0.563,96.856,1.682,2025-01-13 13:01:48,17.0
0.522,16.996,0.535,97.373,1.667,2025-01-13 13:01:48,17.0
0.555,16.943,0.504,97.2,1.835,2025-01-13 13:01:48,17.0
0.525,16.943,0.417,97.021,1.754,2025-01-13 13:01:48,17.0
0.534,16.958,0.403,97.13,1.72,2025-01-13 13:01:48,17.0
0.533,17.015,0.333,96.843,1.788,2025-01-13 13:01:48,17.0
0.532,17.018,0.595,97.235,1.771,2025-01-13 13:01:48,17.0
0.528,16.961,0.438,96.87,1.672,2025-01-13 13:01:48,17.0
0.534,16.999,0.595,96.824,1.753,2025-01-13 13:01:48,17.0
0.537,17.034,0.591,96.814,1.777,2025-01-13 13:01:48,17.0
0.534,16.971,0.49,97.139,1.72,2025-01-13 13:01:48,17.0
0.544,16.99,0.452,97.211,1.833,2025-01-13 13:01:48,17.0
0.53,16.961,0.528,96.923,1.827,2025-01-13 13:01:48,17.0
0.536,17.04,0.598,97.081,1.68,2025-01-13 13:01:48,17.0
0.517,16.88,0.483,96.968,1.718,2025-01-13 13:01:48,17.0
0.528,17.024,0.508,96.925,1.715,2025-01-13 13:01:48,17.0
0.541,17.109,0.515,97.204,1.841,2025-01-13 18:51:57,18.0
0.539,17.04,0.567,97.226,1.799,2025-01-13 18:51:57,18.0
0.542,17.106,0.399,96.97,1.816,2025-01-13 18:51:57,18.0
0.517,17.097,0.343,97.021,1.667,2025-01-13 18:51:57,18.0
0.534,17.04,0.511,97.076,1.76,2025-01-13 18:51:57,18.0
0.509,17.059,0.581,96.798,1.766,2025-01-13 18:51:57,18.0
0.552,17.081,0.399,97.078,1.961,2025-01-13 18:51:57,18.0
0.543,17.119,0.542,97.005,1.791,2025-01-13 18:51:57,18.0
0.515,17.059,0.413,97.372,1.623,2025-01-13 18:51:57,18.0
0.519,17.053,0.515,97.247,1.659,2025-01-13 18:51:57,18.0
0.543,17.084,0.591,96.908,1.759,2025-01-13 18:51:57,18.0
0.513,17.065,0.423,97.338,1.727,2025-01-13 18:51:57,18.0
0.539,17.166,0.452,97.054,1.748,2025-01-13 18:51:57,18.0
0.542,17.062,0.571,97.091,1.857,2025-01-13 18:51:57,18.0
0.528,17.046,0.529,97.02,1.81,2025-01-13 18:51:57,18.0
0.535,17.037,0.563,97.005,1.798,2025-01-13 18:51:57,18.0
0.537,17.071,0.623,97.128,1.741,2025-01-13 18:51:57,18.0
0.561,17.172,0.55,96.853,1.905,2025-01-13 18:51:57,18.0
0.533,17.128,0.473,96.927,1.732,2025-01-13 18:51:57,18.0
0.567,17.09,0.483,96.936,1.938,2025-01-13 21:07:05,19.0
0.538,16.927,0.423,96.894,1.709,2025-01-13 21:07:05,19.0
0.554,16.911,0.472,97.235,1.91,2025-01-13 21:07:05,19.0
0.547,16.946,0.486,97.247,1.928,2025-01-13 21:07:05,19.0
0.53,17.027,0.595,97.15,1.82,2025-01-13 21:07:05,19.0
0.533,17.049,0.567,97.218,1.734,2025-01-13 21:07:05,19.0
0.54,16.99,0.263,97.252,1.89,2025-01-13 21:07:05,19.0
